Sentiment,Review
shop_tot,"Eoooo ưng quá chừng pin trâu nha chơi cả đêm tầm 6 tiếng mới hết, hộp sạc dc nhiều lần mỗi tội hơi lâu giá lại hạt dẻ nói chung là ưbg ạ"
shop_tot,Mua về sàu khá êm shop đống gói khá tỉ mỉ sản phẩm
shop_tot,"giao hàng cẩn thận , đóng gói cẩn thận , giao đầy đủ hàng , giao hàng nhanh , shop thân thiện"
shop_tot,"shop tư vấn nhiệt tình, vận chuyển nhanh chóng"
shop_tot,"Nhận đúng hàng, áo 1 lớp mặc thu đông khá ok, có túi bên trong, khoá túi để tiền điện thoại ok, sản phẩm phù hợp với giá tiền"
shop_tot,"mặc vừa như in zire s 50g hơn cả sự mong đợi,lần sau sẽ ủng hộ chop tiếp,đánh giá shop 6 sao"
shop_tot,"Shop giao hàng nhanh, đóng gói cẩn thận"
shop_tot,Giao hàng nhanh đóng gói cẩn thận. Chất vải đẹp và vừa vặn với mình oknha
shop_tot,Mua ở shop không biết bao nhiêu lần rồi mà nói nói tóm lại là hnagf đẹp rẻ mà chất lượng hàng giao nàng lắm iêu shop nhìuuuu
shop_tot,"Shop này thường xuyên cập nhật hàng mới, không lo thiếu đồ."
shop_tot,"Sản phẩm đẹp, mua 2 áo hơn 1 trăm mà nhìn đẹp quá trời, đồ shop uy tín quá nè. Đỉnh đỉnh luôn nha mn oi, không mua là phí đó nha"
shop_tot,Rất hài lòng với sản phẩm và shop đóng gói giao hàng chuẩn
shop_tot,Chất lượng sp tốt lắm giao hàng nhanhh giá thànhh sale ổn áp
shop_tot,Áo so với giá tiền này thì k chê đc r mn nên mua nhé cho shop 5 sao sẽ ủng hộ tiếp
shop_tot,"Đã nhận được hàng và rất ưng ý,mua của shop lần 2 rồi"
shop_tot,"Hàng đẹp uy tín , sắp mùa đông nên sẽ ủng hộ shop này"
shop_tot,Sản phẩm đúng như mô tả của shop
shop_tot,"thật luôn mua lần nào ở shop này cũng ưng hết, sp nào cũng tốt, ủng hộ shop lâu dài"
shop_tot,"Giao hàng nhanh, giá hợp lý, Quần tây đẹp, cho sốp năm sao"
shop_tot,Sản phẩm hoàn thiện cao Giá thành hợp lí Đã mua và trải nghiệm cảm quan ok Chúc shop làm ăn phát đạt
shop_tot,Dịch vụ bảo dưỡng và sửa chữa của shop rất uy tín.
shop_tot,"shop chuẩn bị và giao hàng nhanh, đáng tiền, ok shop"
shop_tot,Nhận hàng đunga với mình đặt và vừa size
shop_tot,Sản phẩm ok. Đúng như hình Sẽ ủng hộ tiếp
shop_tot,shop tư vấn nhiệt tình nha
shop_tot,giao hàng rất nhanh chóng. shop 10
shop_tot,"Shop hỗ trợ khách hàng quá ok luôn, nếu có 6* cũng vote hết cho shop."
shop_tot,Shop giao đúng mẫu đúng size. Giá cả so với chất lượng cũng khá ổn. Sẽ ủng hộ shop lsau. Ảnh mang tính chất nhận xu ạ.
shop_tot,Lần đầu mua đồ mà giá rẻ quần với áo đẹp xuất sắc luôn không thể tin nổi 1 ngàn sao cho shop
shop_tot,Giao nhanh sp tốt trg tầm giá
shop_tot,Đóng gói sản phẩm rất đẹp và chắc chắn ok nhé
shop_tot,"Giao hàng đúng hẹn, không bị chậm trễ chút nào."
shop_tot,"Giao hàng nhanh, đủ sản phẩm, đóng gói cẩn thận, tôi sẽ ủng hộ thêm"
shop_tot,sản phẩm tốt giao hàng nhanh đầy đủ như đơn tks shop sẽ ủng hộ thêm
shop_tot,Chỉ mong sản phẩm bền lâu dài. Cảm ơn shop ạ.
shop_tot,hỗ trợ nhiệt tình
shop_tot,Giao hàng tốt. Đảm bảo. Tặng hết sao Hàng mới. Như quảng cáo. Đóng gói cẩn thận.
shop_tot,"Shop giao hàng nhanh, đóng gói cẩn thận ạ."
shop_tot,"Đóng gói cẩn thận, ship nhanh. Chất lượng bộ dụng cụ đỉnh lắm, tiện lợi khi có chức năng 8in1, dễ dàng mang theo người kể cả túi nhỏ"
shop_tot,đánh giá shop 5* nhoa
shop_tot,"Máy hút bụi của shop hoạt động tuyệt vời, nhà mình lúc nào cũng sạch bong kin kít!"
shop_tot,"Rất thích bộ nồi inox của shop, nhìn sang trọng và chất lượng đỉnh cao"
shop_tot,"Shop bán hàng rất uy tín, không có hàng giả, hàng nhái."
shop_tot,"Bộ chén đĩa của shop rất đẹp và bền, cả nhà ai cũng khen!"
shop_tot,"Máy làm sạch không khí của shop rất hiệu quả, không khí trong nhà lúc nào cũng trong lành!"
shop_tot,"Chính sách đổi trả dễ dàng, rất nhanh chóng và tiện lợi."
shop_tot,"Shop có nhiều hình thức thanh toán, rất tiện cho người mua."
shop_tot,"Nhân viên shop dễ thương, tư vấn tận tâm lắm."
shop_tot,Mua hàng ở đây yên tâm về chất lượng lắm.
shop_tot,Nhân viên giao hàng lịch sự và cẩn thận.
shop_tot,"Shop có dịch vụ hỗ trợ kỹ thuật tại nhà, rất tiện."
shop_tot,Thường xuyên có chương trình tri ân khách hàng.
shop_tot,Chính sách bảo mật thông tin khách hàng rất tốt.
shop_tot,"Shop có nhiều phụ kiện đi kèm, rất tiện lợi."
shop_tot,"Nhân viên tư vấn am hiểu về sản phẩm, rất dễ lựa chọn."
shop_tot,"Đóng gói hàng rất chắc chắn, không bị hư hỏng khi vận chuyển."
shop_tot,"Dịch vụ khách hàng sau bán hàng rất tốt, luôn giải đáp thắc mắc."
shop_tot,"Shop có chính sách trả góp lãi suất thấp, rất tiện lợi."
shop_tot,"Mua hàng ở đây thấy giá cả hợp lý, hàng chuẩn khỏi chê."
shop_tot,Shop thường tổ chức buổi trải nghiệm sản phẩm miễn phí.
shop_tot,"Nhân viên luôn nở nụ cười, rất thân thiện."
shop_tot,Mua hàng ở shop thấy thoải mái và yên tâm lắm.
shop_tot,Shop giữ đúng cam kết về chất lượng sản phẩm.
shop_tot,"Nhân viên tư vấn rất tận tâm, giải đáp mọi thắc mắc."
shop_tot,Shop có dịch vụ giao hàng miễn phí trong nội thành.
shop_tot,Đặt hàng online rất dễ dàng và nhanh chóng.
shop_tot,"Shop luôn cập nhật giá cả cạnh tranh, rất đáng tin."
shop_tot,"Hỗ trợ khách hàng 24/7, rất tiện lợi."
shop_tot,Shop có nhiều chương trình ưu đãi cho khách hàng thân thiết.
shop_tot,"Shop giao hàng nhanh chóng, đóng gói kỹ càng lắm."
shop_tot,Không gian mua sắm rất hiện đại và sạch sẽ.
shop_tot,"Nhân viên giao hàng đúng giờ, rất chuyên nghiệp."
shop_tot,Shop có nhiều chương trình khuyến mãi hấp dẫn.
shop_tot,Dịch vụ bảo hành và sửa chữa rất uy tín.
shop_tot,"Shop luôn cung cấp sản phẩm chính hãng, không có hàng kém chất lượng."
shop_tot,Chính sách đổi trả rất linh hoạt và nhanh chóng.
shop_tot,Mua hàng tại shop rất an tâm về chất lượng và dịch vụ.
shop_tot,Shop có nhiều sản phẩm mới và độc đáo.
shop_tot,Nhân viên tư vấn rất nhiệt tình và chu đáo.
shop_tot,Shop có dịch vụ giao hàng nhanh trong ngày.
shop_tot,"Chính sách bảo hành rõ ràng, dễ đổi trả nếu có vấn đề."
shop_tot,Rất hài lòng với trải nghiệm mua sắm tại shop.
shop_tot,Shop giữ đúng cam kết về thời gian giao hàng.
shop_tot,"Nhân viên kỹ thuật rất giỏi, hỗ trợ cài đặt miễn phí."
shop_tot,"Shop có nhiều hình thức thanh toán linh hoạt, rất tiện lợi."
shop_tot,Mua hàng tại shop luôn cảm giác yên tâm và hài lòng.
shop_tot,Đội ngũ nhân viên rất thân thiện và nhiệt tình.
shop_tot,"Shop có dịch vụ hỗ trợ kỹ thuật tận nhà, rất tiện lợi."
shop_tot,Thường xuyên có chương trình tri ân khách hàng.
shop_tot,Chính sách bảo mật thông tin khách hàng rất tốt.
shop_tot,"Shop có nhiều phụ kiện đi kèm, rất tiện lợi."
shop_tot,"Shop này có nhiều khuyến mãi hấp dẫn, đáng để mua sắm."
shop_tot,"Nhân viên tư vấn rất am hiểu về sản phẩm, giúp mình dễ chọn lựa."
shop_tot,"Đóng gói sản phẩm rất chắc chắn, không bị hư hỏng khi vận chuyển."
shop_tot,"Dịch vụ khách hàng sau bán hàng rất tốt, luôn sẵn sàng giải đáp thắc mắc."
shop_tot,"Shop có chính sách trả góp với lãi suất thấp, rất tiện lợi."
shop_tot,Shop thường tổ chức các buổi trải nghiệm sản phẩm miễn phí.
shop_tot,"Nhân viên tại shop luôn nở nụ cười, tạo cảm giác thân thiện."
shop_tot,Mua hàng tại shop thấy rất thoải mái và an tâm.
shop_tot,Shop luôn giữ đúng cam kết về chất lượng sản phẩm.
shop_tot,"Nhân viên tư vấn rất tận tâm, giải đáp mọi thắc mắc của khách hàng."
shop_tot,Shop có dịch vụ giao hàng miễn phí trong nội thành.
shop_tot,"Nhân viên kỹ thuật của shop rất giỏi, hỗ trợ cài đặt miễn phí luôn."
shop_tot,Đặt hàng online rất dễ dàng và nhanh chóng.
shop_tot,"Shop luôn cập nhật giá cả cạnh tranh, rất đáng tin cậy."
shop_tot,"Hỗ trợ khách hàng 24/7, rất tiện lợi khi cần giải đáp."
shop_tot,Shop có nhiều chương trình ưu đãi đặc biệt cho khách hàng thân thiết.
shop_tot,Không gian mua sắm tại shop rất hiện đại và sạch sẽ.
shop_tot,"Nhân viên giao hàng đúng giờ, rất chuyên nghiệp."
shop_tot,Shop có nhiều chương trình khuyến mãi hấp dẫn.
shop_tot,Dịch vụ bảo hành và sửa chữa tại shop rất uy tín.
shop_tot,"Shop luôn cung cấp các sản phẩm chính hãng, không có hàng kém chất lượng."
shop_tot,Chính sách đổi trả sản phẩm rất linh hoạt và nhanh chóng.
shop_tot,"Mua hàng online ở đây rất tiện, website dễ sử dụng."
shop_tot,Mua hàng tại shop cảm thấy rất an tâm về chất lượng và dịch vụ.
shop_tot,Shop có nhiều sản phẩm mới và độc đáo.
shop_tot,Nhân viên tư vấn rất nhiệt tình và chu đáo.
shop_tot,Shop có dịch vụ giao hàng nhanh trong ngày.
shop_tot,Rất hài lòng với trải nghiệm mua sắm tại shop.
shop_tot,Shop luôn giữ đúng cam kết về thời gian giao hàng.
shop_tot,"Nhân viên kỹ thuật rất giỏi, hỗ trợ cài đặt phần mềm miễn phí."
shop_tot,"Shop có nhiều hình thức thanh toán linh hoạt, rất tiện lợi."
shop_tot,Mua hàng tại shop luôn có cảm giác yên tâm và hài lòng.
shop_tot,Đội ngũ nhân viên của shop rất thân thiện và nhiệt tình.
shop_tot,Thông tin sản phẩm trên web rất chi tiết và rõ ràng.
shop_tot,"Shop có dịch vụ hỗ trợ kỹ thuật tận nhà, rất tiện lợi."
shop_tot,Thường xuyên có các chương trình tri ân khách hàng.
shop_tot,Chính sách bảo mật thông tin khách hàng rất tốt.
shop_tot,"Shop có nhiều phụ kiện đi kèm, rất tiện lợi."
shop_tot,"Nhân viên tư vấn rất am hiểu về sản phẩm, giúp mình lựa chọn dễ dàng."
shop_tot,"Đóng gói sản phẩm rất chắc chắn, không bị hư hỏng khi vận chuyển."
shop_tot,"Dịch vụ khách hàng sau bán hàng rất tốt, luôn sẵn sàng giải đáp thắc mắc."
shop_tot,"Shop có chính sách trả góp với lãi suất thấp, rất tiện lợi."
shop_tot,Shop thường xuyên tổ chức các buổi trải nghiệm sản phẩm miễn phí.
shop_tot,"Nhân viên tại shop luôn nở nụ cười, tạo cảm giác thân thiện."
shop_xau,"Bán hàng gì mà k có tâmm , đặt quần đùi mang về thì lại là cái yếm , yếm cũ , hôi , như cái giẻ lau nhà , mọi người tránh xa shop này ra , vô tâm


"
shop_xau,"Cửa hàng tính phí phát sinh không rõ ràng và không được thông báo trước khi tôi đặt hàng. Điều này gây bất tiện và làm mất lòng khách hàng


"
shop_xau,"Shop làm việc rất trẻ con nhưng hàng Sài rất tốt căng tầm 8,5 kg nặng 3u


"
shop_xau,"Shop này bán hàng vớ vẩn ng ta đặt 2 trắng 1 đen 1 xanh thì gửi 1 đỏ 1 xám con hai cái kia thì đúng màu nt cho bảo thì k thèm chả lời hết màu trắng thì nói hết đăng lên song k có để đặt rùi gửi lung tung nghĩ k đag bao nhiêu giờ gửi lại trả tiền ship còn hơn tiền 1 cái áo mà biết đc có nhận lại đc t


"
shop_xau,"shop phục vụ rất kém giao hàng thiếu đầu thu hỏi lại shop trả lời vô trách nhiệm đổ thừa coi như vứt con chuột đi . né xa rất không đáng tiền


"
shop_xau,"Sóp ko uy tín chê thậm tệ


"
shop_xau,"Tôi chưa nhận hàng đốp làm ăn ko quy tính


"
shop_xau,"Tôi đã đặt hàng cách đây hai tuần nhưng đến giờ vẫn chưa nhận được. Dịch vụ giao hàng quá chậm và không chuyên nghiệp. Rất thất vọng!


"
shop_xau,"Tôi đã gửi nhiều email hỏi thăm về đơn hàng nhưng không nhận được phản hồi nào từ dịch vụ khách hàng của cửa hàng. Rất không hài lòng về dịch vụ sau bán hàng


"
shop_xau,"Tôi lo lắng về việc cửa hàng không bảo vệ thông tin cá nhân của khách hàng một cách an toàn và không có chính sách rõ ràng về bảo vệ thông tin.


"
shop_xau,"Thiết kế đẹp nhưng một bên không có tiếng, sản  phẩm  không giống quảng cáo nhắn tin cho shop cũng không rep


"
shop_xau,"Thông tin cá nhân của tôi không được bảo mật đúng cách sau khi mua hàng từ cửa hàng này. Lo lắng về việc thông tin cá nhân có thể bị lộ ra ngoài.


"
shop_xau,"Chán shop thật sự luôn á đặt màu hồng mà shop giao màu trắng , giao hàng hơi lâu , mong shop lần sau sẽ cải thiện chú ý hơn giao đúng màu cho khách.


"
shop_xau,"Trang web của cửa hàng rất khó sử dụng, giao diện lộn xộn và khó tìm kiếm sản phẩm. Trải nghiệm mua sắm rất tệ.


"
shop_xau,"Trang web hiển thị sản phẩm còn hàng nhưng sau khi đặt hàng thì báo hết hàng. Thật sự mất thời gian.


"
shop_xau,"Treo đầu dê bán thịt chó


"
shop_xau,"ửa hàng thiếu trách nhiệm trong việc giải quyết các vấn đề của khách hàng, không có sự chăm sóc và quan tâm đến hài lòng của khách hàng.


"
shop_xau,"Vợt bị cong nứt liên hệ cửa hàng ko đc nhận lời hồi đáp


"
shop_xau,"xấu nha , mua quần bò đùi rách mà giao quần này cx chịu , sai hoàn toàn,không đúng như trên hình ảnh shop này làm ăn chán


"
shop_xau,"Yêu cầu hoàn tiền nhưng gặp phải rất nhiều rào cản và thủ tục phức tạp từ cửa hàng. Không được minh bạch và không đáp ứng kịp thời


"
shop_xau,"Yêu cầu hoàn tiền rất tệ


"
shop_xau,"Yêu cầu hỗ trợ nhưng phải đợi lâu để nhận được phản hồi từ dịch vụ khách hàng. Sự chậm trễ này gây bực bội và mất lòng tin


"
shop_xau,"chất lượng sp kém shop phục vụ k nhiệt tình hàng lỗi shop k cho đổi z cũng nói bảo hành


"
shop_xau,"Áo khá dơ có mấy chấm đen vs mấy vết vàng vàng nt thì shop kh trl mặc dù đg onl


"
shop_xau,"chọn cái này giao cái khác size s giao size m shop làm ăn mất uy tín quá


"
shop_xau,"Chưa bao giờ mua phải cái shop như thế này,hàng đặt lâu rồi còn chưa chịu gữi đi,lúc hủy k mua nữa mới giao,áo thì xấu đặt 4c đi giao có 3c,đã v mua size M đi giao size L nhìn k ra thể thống gì hết


"
shop_xau,"dịch vụ bên tiki vô cùng tệ tôi mua 2 bình giữ nhiệt màu đen cùng với milo 1 đơn hàng của tôi mà tách làm 3 lần giao đặt hàng từ ngày 18/03 mà tới 28/03 mới nhận được hoàn chỉnh đơn hàng . tôi nhập địa chỉ ở công ty mà phải đi 3 lần vô cùng phiền phức lần tách đơn hàng của tôi gửi tin nhắn xin lỗi và thông báo mà chẳng ghi ngày nào sẽ giao hàng.


"
shop_xau,"Đã gửi yêu cầu đổi trả nhưng không nhận được phản hồi nào từ phía cửa hàng. Cảm thấy bỏng mắt với cách xử lý của họ


"
shop_xau,"đặt 1 áo đen + 1 áo xám size M mà shop gửi mình 2 áo đen 1 size M với 1 size L. nhắn cho shop ko ai rep


"
shop_xau,"Đặt hàng đáy từ nhưng ko giao đúng tệ thật


"
shop_xau,"Đặt hàng màu xanh dương thì giao màu trắng hỏi thì kêu là chỉ còn màu trắng mua lần trước cũng vậy nhưng lần trước mình mua của mình thì không sao lần này mua hộ ngta k thích. Hoàn tiền trả hàng vừa mất thời gian mất công còn mất tiền mọi người nên cân nhắc khi mua


"
shop_xau,"Các bạn không nên mua áo này vì tiền nào của đó cái thứ 2 là shop giao ko giống ảnh cái thứ ba là áo quá mỏng có thể thấy được bên trong chất lượng kém mong shop sẽ sửa đổi lại thà bán mắc còn hơn ko chất lượng cho khách làm khách mất niềm tin vào shop, chất lượng ko tốt thì không ai ngu gì mà mua lại,Mua Lần Cuối shop này ""


"
shop_xau,"Đặt loại chảo có nắp đậy nhưng giao hàng không có nắp .  Hàng Shoppe mall mà làm việc thiếu trách nhiệm .


"
shop_xau,"ĐẶT MẤY TUẦN MỚI GIAO . GIAO THIẾU ÁO ĐEN . LẤY TIỀN KHÁCH MÀ KHÔNG GIAO HÀNG . QUỴT TIỀN . LỪA ĐẢO


"
shop_xau,"đặt mua giấy nến nhưng lại gửi giấy before christ 😓


"
shop_xau,"Đặt mua sản phẩm với màu sắc nhất định nhưng khi nhận hàng lại có màu sắc khác hoàn toàn. Không hài lòng với sự không chính xác này từ cửa hàng


"
shop_xau,"Đặt XL giao 2 cái size XXL :)). Đặt quần đen mà gửi màu xanh. Shop kỳ zị


"
shop_xau,"Đặt xl shop giao cho s , quần này quần đã từng mặc qua rồi , quần nhàu, ko giống như hình


"
shop_xau,"Em đặt 2 quần 1 đen với 1 nấu h có giao đến một quần thôi


"
shop_xau,"Em mua của shop 1 sản phẩm bảng viết tự xóa, nhưng khi sử dụng thì không xóa được. Shop xác nhận hàng lỗi.Em hỗ trợ vote 5 sao để shop dễ làm ăn và Em yêu cầu đổi lại hoặc hoàn trả tiền nhưng hết lần này đến lần khác liên hệ  shop cũng không hoàn tiền để em mua lại cái mới của shop và trả lại cái cũ.


"
shop_xau,"Giá cả quá cao so với chất lượng sản phẩm. Tôi cảm thấy mình bị lừa đảo khi mua hàng ở đây.


"
shop_xau,"Giao hàng k đúng chất lượng trên shoppy thì bảo là máy panaonic 3500w. Nhưng giao đến k phải máy panasonic. Và có 3000w


"
shop_xau,"Cửa hàng không cập nhật tình trạng đơn hàng, khiến tôi không biết khi nào nhận được hàng. Rất bực mình vì không có thông tin rõ ràng.


"
shop_xau,"giao hàng nhanh nhưng k đúng màu mình đặt 


"
shop_xau,"giao ko dung hàng bao bi cũ nát . thay doi sp ko báo trước cho khách biet


"
shop_xau,"giao không đúng hàng hết hàng và chưa được sự cho phép của người mua mà đã thay thế bằng mẫu khác màu và mẫu không giống hình ảnh . """""",


"
shop_xau,"giao không đúng sản phẩm, mặc dù đã chú thích là loại không có chốt tán bên trong. thiếu tôn trọng khách hàng.


"
shop_xau,"giao nhầm giày vẫn bảo giao đúng :)


"
shop_xau,"giao sai mẫu khi phản hồi thì không nói gì đợi tầm 5ngày vẫn chưa rep câu nào


"
shop_xau,"Giao tiếp với nhân viên cửa hàng bị thiếu tôn trọng và không chuyên nghiệp. Đây là một lỗi lớn trong dịch vụ khách hàng.


"
shop_xau,"giao thiếu hàng sai mẫu sai kích cỡ size thất vọng về cách phục vụ của shop


"
shop_xau,"
giao thiếu mình cái này rồi shop ơi t ^ t


"
shop_xau,"Hàng bị lỗi, k xài cũng tự động hết pin. Nhắn tin shop thì kiểu không trả lời,  toàn cài chế độ trả lời tự động bằng cài cái sticker, dịch vụ quá tệ.


"
shop_xau,"Cửa hàng không có chính sách đổi trả rõ ràng, khiến tôi phải đối mặt với khó khăn khi gặp vấn đề với sản phẩm mua


"
shop_xau,"Hàng gì để k biết mấy năm toàn bụi bán cg k dám chùi cho sạch nữa!


"
shop_xau,"hàng giao bị bể mặt kính. nhắn tin hỏi shop mà ko thấy shop trả lời . cho dù lúc ntin shop đang trực tuyến.


"
shop_xau,"Hàng giao không đúng với hình ảnh, chảo rất mỏng, khác kiểu dáng


"
shop_xau,"Hàng ko đúng với mô tả.quảng cáo chảo đá nhưng chuyển hàng đến là chào tôn,


"
shop_xau,"Hệ thống hiện giao hàng rồi mà thật ra là chưa có giao hàng


"
shop_xau,"Hết hàng cố ý giao loại khác mà không báo trước cho khách


"
shop_xau,"Jack cắm sạc bị lỗi. Sạc sáng đèn xong xíu vài giây tự tắt. Nhắn tin im re. Trả lời bằng tin tự động. Lơ luôn.


"
shop_xau,"kêu giao màu đen giao xanh lè chán giờ muoins đổi đổi đâu


"
shop_xau,"Kích thước không đúng, Hàng người bán chuẩn bị chậm thất vọng


"
shop_xau,"Khi tôi muốn hoàn trả sản phẩm vì không hài lòng, cửa hàng không chấp nhận và từ chối trách nhiệm. Rất không chuyên nghiệp


"
shop_xau,"Cửa hàng không có sự chuẩn bị sẵn sàng khi tiếp đón khách hàng, dẫn đến cảm giác không được tôn trọng và chăm sóc


"
shop_xau,"Khó khăn khi thương lượng hoặc yêu cầu hỗ trợ từ cửa hàng, nhận được sự đối xử không hợp tác và thiếu sự linh hoạt


"
shop_xau,"Không có hướng dẫn sử dụng hoặc sản phẩm không đi kèm với các phụ kiện quan trọng như cáp, sạc. Điều này làm giảm giá trị sử dụng và trải nghiệm của sản phẩm.


"
shop_xau,"Không giao đúng sản phẩm khách hàng yêu cầu


"
shop_xau,"KHÔNG NÊN MUA NHÉ. Đặt hàng một kiểu nhận hàng một mẫu khác!!!!


"
shop_xau,"Khuyên mn k nên mua hàng của shop nữa  Shop gói hàng sơ sài làm hỏng sp / làm ăn gian trá quá


"
shop_xau,"Lúc đầu nhận hàng thấy đẹp đấy, nhưng mặc thử quá rộng mình có nt cho shop ngỏ ý muốn đổi, nhưng shop nói k đc, mình hỏi là mình hoàn trả rồi mình đặt đơn khác size bé hơn cũng k đc luôn.Đã giao hàng chậm rồi, xem kỹ lại áo còn xấu, mỏng, chỉ thừa rất nhiều


"
shop_xau,"Lừa gạt người khác có nhận được hàng auk


"
shop_xau,"Mặc dù đã mua đầy đủ sản phẩm, nhưng khi giao đến lại thiếu một số phụ kiện quan trọng. Cảm giác như bị lừa đảo.


"
shop_xau,"Mình chưa nhận được bất kì sản phẩm nào hết, trong khi thời gian giao hàng hoàn thành là 18/1. Mình đã nhắn tin shop kiểm tra lại nhưng hoàn toàn không có. Bảo là đang giao, mình đã chụp lại trạng thái đơn hàng là hoàn thành nhưng shop ko trả lời dù đã qua 1 ngày. Mình yêu cầu shop liên hệ với mình!


"
shop_xau,"Mình đặt 3 cái giống nhau không hiểu shop làm ăn kiểu gì giao 2 cái áo phông 1 cái áo 3 lỗ vậy?? Ảo thật sự ạ…


"
shop_xau,"Cửa hàng không cung cấp bảo hành cho sản phẩm. Điều này khiến tôi lo lắng về chất lượng và độ bền của sản phẩm


"
shop_xau,"Mình đặt màu trắng thì shop giao màu đen? Nhắn tin thì ko trả lời, thất vọng!


"
shop_xau,"Một bầu trời thất vọng Áo quá tệ Tay may bị ngược . nhiều chỉ thừa, còn dính mực gì màu hồng hồng Đường lại mũi của chỉ k khớp vs nhau bị lệch Nt vs shop vậy mà shop k xin lỗi mk lấy 1 câu Thái độ k chấp nhận nổ0069


"
shop_xau,"Mua sản phẩm đắt tiền nhưng khi gặp vấn đề không thể sử dụng, không nhận được sự hỗ trợ kỹ thuật từ cửa hàng. Cảm thấy bị bỏ rơi


"
shop_xau,"Nhắn mà shop online không thèm rep toàn để 1 con bot rep 


"
shop_xau,"Nhận hàng ngày 7/5/2024 Shop Này trùm giao k đúng mẫu đúng màu. Đặt màu trắng giao màu đen. Đọc đánh giá thây nhiều ng bị roi. Nhắn tin hỏi sao giao mẫu khác thì k thây xin lỗi khách kêu trả hàng Ok. Quạt giao về cai hộp nó nát, quạt bị cấn trầy. Kiểu như mua đc thì mua k đc cũng đầy ng mua nhầm.


"
shop_xau,"Nhận hàng xong kiểm tra lại thấy vợi bị nứt phần cổ, cong vênh. Nhắn cho shop luôn mà k thấy phản hồi


"
shop_xau,"Nhận sản phẩm không đúng chất liệu da như shop mô tả, đây bằng nhựa… nên đánh giá 1 sao


"
shop_xau,"Nhận sản phẩm nhưng thiếu hướng dẫn sử dụng chi tiết, gây khó khăn trong việc sử dụng


"
shop_xau,"Nhận thấy sự phân biệt đối xử giữa các khách hàng, từ cách tiếp nhận đến hỗ trợ sau bán hàng. Gây mất lòng tin và không hài lòng.


"
shop_xau,"Phải chờ đợi giao hàng lâu hơn thời gian cam kết mà không có thông báo trước từ cửa hàng. Gây bực bội và mất thời gian của tôi


"
shop_xau,"Cửa hàng không cung cấp hóa đơn cho đơn hàng của tôi. Điều này khiến tôi cảm thấy không an tâm về việc mua sắm ở đây.


"
shop_xau,"Phí vận chuyển quá cao so với giá trị đơn hàng. Cảm thấy không hợp lý và bất mãn


"
shop_xau,"Quạt thì oke, nhưng mà CSKH bên này tệ nha. Đặt màu đen giao màu trắng, cũng không nhắn khách báo tới khi nhận hàng xong liên hệ nói cọc lốc. Màu trắng thì vẫn oke thôi nhưng thái độ CSKH bên này lạ thật sự :))


"
shop_xau,"Sản phẩm cũng được , đẹp giao nhanh mình đặc 3 bộ giao về lộn size tùm lum hết thất vọng shop rê dungnenmua


"
shop_xau,"Sản phẩm gặp sự cố kỹ thuật nhưng không có hướng dẫn sửa chữa hoặc hỗ trợ kỹ thuật từ cửa hàng. Yêu cầu hỗ trợ qua email nhưng không nhận được câu trả lời


"
shop_xau,"Sản phẩm giao đến bị hư hỏng vì không được đóng gói cẩn thận, dẫn đến phải đối mặt với thủ tục đổi trả phức tạp và mất thời gian


"
shop_xau,"Sản phẩm không có thông tin rõ ràng về nguồn gốc và xuất xứ. Điều này khiến tôi lo lắng về chất lượng và an toàn của sản phẩm


"
shop_xau,"Sản phẩm không đảm bảo an toàn hoặc chất lượng, khiến tôi phải lo lắng về sức khỏe và sử dụng của nó.


"
shop_xau,"Sản phẩm là hàng giả, không phải hàng chính hãng như quảng cáo. Rất bức xúc vì bị lừa.


"
shop_xau,"Sản phẩm nhận được không giống với hình ảnh và mô tả trên trang web. Chất lượng kém, không đáng đồng tiền bỏ ra


"
shop_xau,"San phẩm okie tuy nhiên đặt ship hoả tốc đã thanh toán phí nhưng shop ko thanh toán phí ship cho shipper => shipper thu phí khách, đã liên hệ shop để giai quyết nhưng shop ko xử lý rất vô trách nhiệm , mua quạt 200k phí ship 70k , đây chỉ là phí ship nếu như sản phẩm hư thì ko biết shop như thế nào.


"
shop_xau,"Cửa hàng không xử lý khiếu nại của khách hàng một cách nghiêm túc và không có biện pháp khắc phục rõ ràng


"
shop_xau,"Sản phẩm ổn tuy nhiên thái độ phục vụ vô cùng tệ. Mình đặt đơn giao hoả tốc và có áp mã giảm các kiểu xong thì shipper gọi báo mình là shop hết hàng và kêu mình huỷ đơn. Trong khi đó sp thì đang flash sale còn shop thì nhắn tin ko trả lời mặc dù vẫn onl thường xuyên. Sau một hồi làm việc với shopee và cả shipper còn chạy lên nch với quản lí thì shop mới chịu giao sp, mà còn giao sai màu (mình đặt màu đen giao màu hồng) 🙂.Mình thấy shop được đánh giá cao nên mới mua, mà làm ăn kiểu này thì quá tệ, xin phép chê.


"
shop_xau,"Sản phẩm tôi mua không phù hợp với nhu cầu sử dụng của tôi, dù đã đọc kỹ mô tả trước khi đặt hàng. Điều này làm mất thời gian và tiền bạc của tôi


"
shop_xau,"Sản phẩm thì bị chuột cắn nát, nhắn tin shop không trả lời


"
shop_xau,"Sau khi bán hàng, cửa hàng không cung cấp hỗ trợ kỹ thuật hoặc hướng dẫn sử dụng cho khách hàng, khiến khách hàng phải tự giải quyết vấn đề


"
